season_id,team_id,player_id,shirt_number,position
2023-24,3,116,19,FW
2023-24,3,117,24,FW
2023-24,3,118,31,FW
2023-24,3,119,49,FW
2023-24,3,120,65,FW
2023-24,3,121,68,FW
2023-24,3,122,71,FW
2023-24,3,123,72,FW
2023-24,1,124,1,GK
2023-24,1,125,12,GK
2023-24,1,126,20,GK
2023-24,1,127,42,GK
2023-24,1,128,45,GK
2023-24,1,129,46,GK
2023-24,1,130,2,DF
2023-24,1,131,3,DF
2023-24,1,132,5,DF
2023-24,1,133,6,DF
2023-24,1,134,15,DF
2023-24,1,135,23,DF
2023-24,1,136,25,DF
2023-24,1,137,27,DF
2023-24,1,138,37,DF
2023-24,1,139,48,DF
2023-24,1,140,4,MF
2023-24,1,141,8,MF
2023-24,1,142,10,MF
2023-24,1,143,14,MF
2023-24,1,144,16,MF
2023-24,1,145,17,MF
2023-24,1,146,18,MF
2023-24,1,147,29,MF
2023-24,1,148,49,MF
2023-24,1,149,9,FW
2023-24,1,150,11,FW
2023-24,1,151,19,FW
2023-24,1,152,24,FW
2023-24,1,153,26,FW
2023-24,1,154,50,FW
2023-24,4,155,1,GK
2023-24,4,156,21,GK
2023-24,4,157,31,GK
2023-24,4,158,40,GK
2023-24,4,159,41,GK
2023-24,4,160,2,DF
2023-24,4,161,3,DF
2023-24,4,162,5,DF
2023-24,4,163,12,DF
2023-24,4,164,13,DF
2023-24,4,165,16,DF
2023-24,4,166,20,DF
2023-24,4,167,22,DF
2023-24,4,168,30,DF
2023-24,4,169,36,DF
2023-24,4,170,43,DF
2023-24,4,171,50,DF
2023-24,4,172,6,MF
2023-24,4,173,8,MF
2023-24,4,174,10,MF
2023-24,4,175,15,MF
2023-24,4,176,19,MF
2023-24,4,177,24,MF
2023-24,4,178,26,MF
2023-24,4,179,27,MF
2023-24,4,180,32,MF
2023-24,4,181,33,MF
2023-24,4,182,38,MF
2023-24,4,183,52,MF
2023-24,4,184,7,FW
2023-24,4,185,9,FW
2023-24,4,186,11,FW
2023-24,4,187,14,FW
2023-24,4,188,17,FW
2023-24,4,189,23,FW
2023-24,4,190,42,FW
2023-24,5,191,1,GK
2023-24,5,192,23,GK
2023-24,5,193,38,GK
2023-24,5,194,61,GK
2023-24,5,195,62,GK
2023-24,5,196,63,GK
2023-24,5,197,67,GK
2023-24,5,198,2,DF
2023-24,5,199,3,DF
2023-24,5,200,4,DF
2023-24,5,201,5,DF
2023-24,5,202,19,DF
2023-24,5,203,29,DF
2023-24,5,204,30,DF
2023-24,5,205,34,DF
2023-24,5,206,42,DF
2023-24,5,207,50,DF
2023-24,5,208,51,DF
2023-24,5,209,52,DF
2023-24,5,210,57,DF
2023-24,5,211,58,DF
2023-24,5,212,60,DF
2023-24,5,213,65,DF
2023-24,5,214,73,DF
2023-24,5,215,74,DF
2023-24,5,216,94,DF
2023-24,5,217,6,MF
2023-24,5,218,7,MF
2023-24,5,219,11,MF
2023-24,5,220,13,MF
2023-24,5,221,14,MF
2023-24,5,222,15,MF
2023-24,5,223,20,MF
2023-24,5,224,22,MF
2023-24,5,225,40,MF
2023-24,5,226,41,MF
2023-24,5,227,44,MF
2023-24,5,228,48,MF
2023-24,5,229,49,MF
2023-24,5,230,54,MF
2023-24,5,231,56,MF
2023-24,5,232,68,MF
2023-24,5,233,69,MF
2023-24,5,234,71,MF
2023-24,5,235,72,MF
2023-24,5,236,76,MF
2023-24,5,237,88,MF
2023-24,5,238,9,FW
2023-24,5,239,10,FW
2023-24,5,240,18,FW
2023-24,5,241,24,FW
2023-24,5,242,28,FW
2023-24,5,243,31,FW
2023-24,5,244,47,FW
2023-24,5,245,53,FW
2023-24,5,246,55,FW
2023-24,5,247,59,FW
2023-24,5,248,64,FW
2023-24,5,249,66,FW
2023-24,5,250,70,FW
2023-24,5,251,80,FW
2023-24,5,252,95,FW
2023-24,6,253,1,GK
2023-24,6,254,29,GK
2023-24,6,255,49,GK
2023-24,6,256,2,DF
2023-24,6,257,3,DF
2023-24,6,258,5,DF
2023-24,6,259,18,DF
2023-24,6,260,20,DF
2023-24,6,261,22,DF
2023-24,6,262,28,DF
2023-24,6,263,33,DF
2023-24,6,264,44,DF
2023-24,6,265,4,MF
2023-24,6,266,7,MF
2023-24,6,267,8,MF
2023-24,6,268,15,MF
2023-24,6,269,16,MF
2023-24,6,270,21,MF
2023-24,6,271,24,MF
2023-24,6,272,30,MF
2023-24,6,273,31,MF
2023-24,6,274,42,MF
2023-24,6,275,9,FW
2023-24,6,276,10,FW
2023-24,6,277,17,FW
2023-24,6,278,23,FW
2023-24,6,279,25,FW
2023-24,6,280,34,FW
2023-24,6,281,47,FW
2023-24,6,282,48,FW
2023-24,7,283,1,GK
2023-24,7,284,13,GK
2023-24,7,285,28,GK
2023-24,7,286,38,GK
2023-24,7,287,40,GK
2023-24,7,288,50,GK
2023-24,7,289,60,GK
2023-24,7,290,70,GK
2023-24,7,291,80,GK
2023-24,7,292,2,DF
2023-24,7,293,3,DF
2023-24,7,294,5,DF
2023-24,7,295,6,DF
2023-24,7,296,21,DF
2023-24,7,297,24,DF
2023-24,7,298,26,DF
2023-24,7,299,27,DF
2023-24,7,300,33,DF
2023-24,7,301,42,DF
2023-24,7,302,44,DF
2023-24,7,303,46,DF
2023-24,7,304,51,DF
2023-24,7,305,53,DF
2023-24,7,306,57,DF
2023-24,7,307,58,DF
2023-24,7,308,63,DF
2023-24,7,309,64,DF
2023-24,7,310,69,DF
2023-24,7,311,73,DF
2023-24,7,312,75,DF
2023-24,7,313,76,DF
2023-24,7,314,81,DF
2023-24,7,315,84,DF
2023-24,7,316,85,DF
2023-24,7,317,8,MF
2023-24,7,318,10,MF
2023-24,7,319,11,MF
2023-24,7,320,14,MF
2023-24,7,321,16,MF
2023-24,7,322,17,MF
2023-24,7,323,23,MF
2023-24,7,324,25,MF
2023-24,7,325,31,MF
2023-24,7,326,45,MF
2023-24,7,327,54,MF
2023-24,7,328,59,MF
2023-24,7,329,68,MF
2023-24,7,330,72,MF
2023-24,7,331,74,MF
2023-24,7,332,77,MF
2023-24,7,333,78,MF
2023-24,7,334,79,MF
2023-24,7,335,82,MF
2023-24,7,336,7,FW
2023-24,7,337,15,FW
2023-24,7,338,18,FW
2023-24,7,339,20,FW
2023-24,7,340,36,FW
2023-24,7,341,43,FW
2023-24,7,342,49,FW
2023-24,7,343,55,FW
2023-24,7,344,56,FW
2023-24,7,345,61,FW
2023-24,7,346,62,FW
2023-24,7,347,65,FW
2023-24,7,348,66,FW
2023-24,7,349,67,FW
2023-24,7,350,71,FW
2023-24,7,351,83,FW
2023-24,8,352,1,GK
2023-24,8,353,30,GK
2023-24,8,354,31,GK
2023-24,8,355,41,GK
2023-24,8,356,74,GK
2023-24,8,357,2,DF
2023-24,8,358,3,DF
2023-24,8,359,4,DF
2023-24,8,360,5,DF
2023-24,8,361,6,DF
2023-24,8,362,12,DF
2023-24,8,363,15,DF
2023-24,8,364,16,DF
2023-24,8,365,17,DF
2023-24,8,366,26,DF
2023-24,8,367,36,DF
2023-24,8,368,42,DF
2023-24,8,369,46,DF
2023-24,8,370,50,DF
2023-24,8,371,65,DF
2023-24,8,372,7,MF
2023-24,8,373,8,MF
2023-24,8,374,10,MF
2023-24,8,375,11,MF
2023-24,8,376,19,MF
2023-24,8,377,20,MF
2023-24,8,378,28,MF
2023-24,8,379,29,MF
2023-24,8,380,40,MF
2023-24,8,381,44,MF
2023-24,8,382,49,MF
2023-24,8,383,51,MF
2023-24,8,384,52,MF
2023-24,8,385,54,MF
2023-24,8,386,60,MF
2023-24,8,387,61,MF
2023-24,8,388,63,MF
2023-24,8,389,78,MF
2023-24,8,390,79,MF
2023-24,8,391,87,MF
2023-24,8,392,9,FW
2023-24,8,393,14,FW
2023-24,8,394,22,FW
2023-24,8,395,43,FW
2023-24,8,396,55,FW
2023-24,8,397,67,FW
2023-24,8,398,71,FW
2023-24,9,399,1,GK
2023-24,9,400,12,GK
2023-24,9,401,31,GK
2023-24,9,402,43,GK
2023-24,9,403,47,GK
2023-24,9,404,49,GK
2023-24,9,405,50,GK
2023-24,9,406,63,GK
2023-24,9,407,71,GK
2023-24,9,408,2,DF
2023-24,9,409,5,DF
2023-24,9,410,6,DF
2023-24,9,411,18,DF
2023-24,9,412,19,DF
2023-24,9,413,22,DF
2023-24,9,414,23,DF
2023-24,9,415,32,DF
2023-24,9,416,48,DF
2023-24,9,417,55,DF
2023-24,9,418,59,DF
2023-24,9,419,60,DF
2023-24,9,420,64,DF
2023-24,9,421,68,DF
2023-24,9,422,72,DF
2023-24,9,423,74,DF
2023-24,9,424,75,DF
2023-24,9,425,76,DF
2023-24,9,426,77,DF
2023-24,9,427,78,DF
2023-24,9,428,90,DF
2023-24,9,429,7,MF
2023-24,9,430,8,MF
2023-24,9,431,11,MF
2023-24,9,432,16,MF
2023-24,9,433,20,MF
2023-24,9,434,21,MF
2023-24,9,435,27,MF
2023-24,9,436,37,MF
2023-24,9,437,51,MF
2023-24,9,438,54,MF
2023-24,9,439,56,MF
2023-24,9,440,57,MF
2023-24,9,441,58,MF
2023-24,9,442,62,MF
2023-24,9,443,65,MF
2023-24,9,444,66,MF
2023-24,9,445,69,MF
2023-24,9,446,79,MF
2023-24,9,447,81,MF
2023-24,9,448,82,MF
2023-24,9,449,83,MF
2023-24,9,450,85,MF
2023-24,9,451,86,MF
2023-24,9,452,89,MF
2023-24,9,453,91,MF
2023-24,9,454,92,MF
2023-24,9,455,9,FW
2023-24,9,456,10,FW
2023-24,9,457,14,FW
2023-24,9,458,28,FW
2023-24,9,459,61,FW
2023-24,9,460,67,FW
2023-24,9,461,70,FW
2023-24,9,462,80,FW
2023-24,9,463,84,FW
2023-24,9,464,87,FW
2023-24,9,465,88,FW
2023-24,10,466,1,GK
2023-24,10,467,17,GK
2023-24,10,468,23,GK
2023-24,10,469,36,GK
2023-24,10,470,58,GK
2023-24,10,471,60,GK
2023-24,10,472,2,DF
2023-24,10,473,3,DF
2023-24,10,474,4,DF
2023-24,10,475,12,DF
2023-24,10,476,13,DF
2023-24,10,477,21,DF
2023-24,10,478,31,DF
2023-24,10,479,32,DF
2023-24,10,480,33,DF
2023-24,10,481,39,DF
2023-24,10,482,41,DF
2023-24,10,483,44,DF
2023-24,10,484,48,DF
2023-24,10,485,55,DF
2023-24,10,486,59,DF
2023-24,10,487,68,DF
2023-24,10,488,70,DF
2023-24,10,489,6,MF
2023-24,10,490,8,MF
2023-24,10,491,10,MF
2023-24,10,492,14,MF
2023-24,10,493,18,MF
2023-24,10,494,20,MF
2023-24,10,495,22,MF
2023-24,10,496,26,MF
2023-24,10,497,28,MF
2023-24,10,498,43,MF
2023-24,10,499,45,MF
2023-24,10,500,46,MF
2023-24,10,501,49,MF
2023-24,10,502,57,MF
2023-24,10,503,62,MF
2023-24,10,504,64,MF
2023-24,10,505,72,MF
2023-24,10,506,7,FW
2023-24,10,507,9,FW
2023-24,10,508,11,FW
2023-24,10,509,19,FW
2023-24,10,510,52,FW
2023-24,10,511,53,FW
2023-24,10,512,61,FW
2023-24,10,513,63,FW
2023-24,10,514,69,FW
2023-24,10,515,71,FW
2023-24,13,516,1,GK
2023-24,13,517,13,GK
2023-24,13,518,62,GK
2023-24,13,519,74,GK
2023-24,13,520,93,GK
2023-24,13,521,2,DF
2023-24,13,522,4,DF
2023-24,13,523,5,DF
2023-24,13,524,21,DF
2023-24,13,525,26,DF
2023-24,13,526,32,DF
2023-24,13,527,46,DF
2023-24,13,528,48,DF
2023-24,13,529,57,DF
2023-24,13,530,59,DF
2023-24,13,531,60,DF
2023-24,13,532,65,DF
2023-24,13,533,66,DF
2023-24,13,534,69,DF
2023-24,13,535,78,DF
2023-24,13,536,84,DF
2023-24,13,537,88,DF
2023-24,13,538,90,DF
2023-24,13,539,3,MF
2023-24,13,540,6,MF
2023-24,13,541,8,MF
2023-24,13,542,10,MF
2023-24,13,543,17,MF
2023-24,13,544,19,MF
2023-24,13,545,38,MF
2023-24,13,546,43,MF
2023-24,13,547,50,MF
2023-24,13,548,53,MF
2023-24,13,549,54,MF
2023-24,13,550,67,MF
2023-24,13,551,68,MF
2023-24,13,552,71,MF
2023-24,13,553,83,MF
2023-24,13,554,92,MF
2023-24,13,555,94,MF
2023-24,13,556,98,MF
2023-24,13,557,99,MF
2023-24,13,558,7,FW
2023-24,13,559,9,FW
2023-24,13,560,11,FW
2023-24,13,561,18,FW
2023-24,13,562,20,FW
2023-24,13,563,42,FW
2023-24,13,564,49,FW
2023-24,13,565,51,FW
2023-24,13,566,70,FW
2023-24,13,567,76,FW
2023-24,13,568,86,FW
2023-24,14,569,1,GK
2023-24,14,570,23,GK
2023-24,14,571,24,GK
2023-24,14,572,2,DF
2023-24,14,573,3,DF
2023-24,14,574,4,DF
2023-24,14,575,5,DF
2023-24,14,576,12,DF
2023-24,14,577,15,DF
2023-24,14,578,16,DF
2023-24,14,579,27,DF
2023-24,14,580,29,DF
2023-24,14,581,38,DF
2023-24,14,582,40,DF
2023-24,14,583,42,DF
2023-24,14,584,6,MF
2023-24,14,585,7,MF
2023-24,14,586,8,MF
2023-24,14,587,13,MF
2023-24,14,588,17,MF
2023-24,14,589,18,MF
2023-24,14,590,28,MF
2023-24,14,591,30,MF
2023-24,14,592,32,MF
2023-24,14,593,43,MF
2023-24,14,594,44,MF
2023-24,14,595,45,MF
2023-24,14,596,46,MF
2023-24,14,597,48,MF
2023-24,14,598,9,FW
2023-24,14,599,10,FW
2023-24,14,600,11,FW
2023-24,14,601,14,FW
2023-24,14,602,19,FW
2023-24,14,603,41,FW
2023-24,15,604,18,GK
2023-24,15,605,31,GK
2023-24,15,606,33,GK
2023-24,15,607,83,GK
2023-24,15,608,88,GK
2023-24,15,609,2,DF
2023-24,15,610,3,DF
2023-24,15,611,5,DF
2023-24,15,612,6,DF
2023-24,15,613,24,DF
2023-24,15,614,25,DF
2023-24,15,615,51,DF
2023-24,15,616,53,DF
2023-24,15,617,54,DF
2023-24,15,618,66,DF
2023-24,15,619,68,DF
2023-24,15,620,74,DF
2023-24,15,621,82,DF
2023-24,15,622,89,DF
2023-24,15,623,90,DF
2023-24,15,624,95,DF
2023-24,15,625,8,MF
2023-24,15,626,10,MF
2023-24,15,627,16,MF
2023-24,15,628,17,MF
2023-24,15,629,20,MF
2023-24,15,630,21,MF
2023-24,15,631,27,MF
2023-24,15,632,47,MF
2023-24,15,633,50,MF
2023-24,15,634,52,MF
2023-24,15,635,56,MF
2023-24,15,636,57,MF
2023-24,15,637,61,MF
2023-24,15,638,64,MF
2023-24,15,639,67,MF
2023-24,15,640,75,MF
2023-24,15,641,76,MF
2023-24,15,642,92,MF
2023-24,15,643,9,FW
2023-24,15,644,11,FW
2023-24,15,645,19,FW
2023-24,15,646,60,FW
2023-24,15,647,65,FW
2023-24,15,648,73,FW
2023-24,15,649,77,FW
2023-24,15,650,81,FW
2023-24,15,651,85,FW
2023-24,15,652,98,FW
2023-24,15,653,99,FW
2023-24,16,654,1,GK
2023-24,16,655,22,GK
2023-24,16,656,24,GK
2023-24,16,657,45,GK
2023-24,16,658,50,GK
2023-24,16,659,58,GK
2023-24,16,660,60,GK
2023-24,16,661,71,GK
2023-24,16,662,74,GK
2023-24,16,663,87,GK
2023-24,16,664,2,DF
2023-24,16,665,5,DF
2023-24,16,666,6,DF
2023-24,16,667,12,DF
2023-24,16,668,19,DF
2023-24,16,669,20,DF
2023-24,16,670,23,DF
2023-24,16,671,29,DF
2023-24,16,672,35,DF
2023-24,16,673,53,DF
2023-24,16,674,55,DF
2023-24,16,675,70,DF
2023-24,16,676,75,DF
2023-24,16,677,76,DF
2023-24,16,678,77,DF
2023-24,16,679,78,DF
2023-24,16,680,89,DF
2023-24,16,681,90,DF
2023-24,16,682,95,DF
2023-24,16,683,4,MF
2023-24,16,684,7,MF
2023-24,16,685,8,MF
2023-24,16,686,14,MF
2023-24,16,687,16,MF
2023-24,16,688,18,MF
2023-24,16,689,36,MF
2023-24,16,690,37,MF
2023-24,16,691,39,MF
2023-24,16,692,62,MF
2023-24,16,693,63,MF
2023-24,16,694,64,MF
2023-24,16,695,65,MF
2023-24,16,696,73,MF
2023-24,16,697,79,MF
2023-24,16,698,80,MF
2023-24,16,699,82,MF
2023-24,16,700,85,MF
2023-24,16,701,92,MF
2023-24,16,702,93,MF
2023-24,16,703,94,MF
2023-24,16,704,96,MF
2023-24,16,705,99,MF
2023-24,16,706,9,FW
2023-24,16,707,10,FW
2023-24,16,708,11,FW
2023-24,16,709,17,FW
2023-24,16,710,21,FW
2023-24,16,711,47,FW
2023-24,16,712,56,FW
2023-24,16,713,83,FW
2023-24,16,714,84,FW
2023-24,16,715,86,FW
2023-24,16,716,88,FW
2023-24,16,717,97,FW
2023-24,16,718,98,FW
2023-24,17,719,1,GK
2023-24,17,720,18,GK
2023-24,17,721,22,GK
2023-24,17,722,29,GK
2023-24,17,723,35,GK
2023-24,17,724,41,GK
2023-24,17,725,60,GK
2023-24,17,726,75,GK
2023-24,17,727,80,GK
2023-24,17,728,84,GK
2023-24,17,729,85,GK
2023-24,17,730,91,GK
2023-24,17,731,93,GK
2023-24,17,732,2,DF
2023-24,17,733,3,DF
2023-24,17,734,4,DF
2023-24,17,735,5,DF
2023-24,17,736,6,DF
2023-24,17,737,13,DF
2023-24,17,738,17,DF
2023-24,17,739,20,DF
2023-24,17,740,21,DF
2023-24,17,741,33,DF
2023-24,17,742,50,DF
2023-24,17,743,53,DF
2023-24,17,744,54,DF
2023-24,17,745,62,DF
2023-24,17,746,65,DF
2023-24,17,747,72,DF
2023-24,17,748,76,DF
2023-24,17,749,78,DF
2023-24,17,750,79,DF
2023-24,17,751,82,DF
2023-24,17,752,83,DF
2023-24,17,753,86,DF
2023-24,17,754,89,DF
2023-24,17,755,8,MF
2023-24,17,756,10,MF
2023-24,17,757,11,MF
2023-24,17,758,15,MF
2023-24,17,759,23,MF
2023-24,17,760,24,MF
2023-24,17,761,28,MF
2023-24,17,762,32,MF
2023-24,17,763,34,MF
2023-24,17,764,36,MF
2023-24,17,765,37,MF
2023-24,17,766,39,MF
2023-24,17,767,40,MF
2023-24,17,768,43,MF
2023-24,17,769,47,MF
2023-24,17,770,48,MF
2023-24,17,771,52,MF
2023-24,17,772,58,MF
2023-24,17,773,64,MF
2023-24,17,774,66,MF
2023-24,17,775,67,MF
2023-24,17,776,71,MF
2023-24,17,777,77,MF
2023-24,17,778,81,MF
2023-24,17,779,87,MF
2023-24,17,780,90,MF
2023-24,17,781,92,MF
2023-24,17,782,7,FW
2023-24,17,783,9,FW
2023-24,17,784,14,FW
2023-24,17,785,49,FW
2023-24,17,786,57,FW
2023-24,17,787,61,FW
2023-24,17,788,63,FW
2023-24,17,789,70,FW
2023-24,17,790,73,FW
2023-24,17,791,74,FW
2023-24,17,792,88,FW
2023-24,18,793,1,GK
2023-24,18,794,13,GK
2023-24,18,795,23,GK
2023-24,18,796,26,GK
2023-24,18,797,62,GK
2023-24,18,798,63,GK
2023-24,18,799,3,DF
2023-24,18,800,7,DF
2023-24,18,801,15,DF
2023-24,18,802,18,DF
2023-24,18,803,19,DF
2023-24,18,804,29,DF
2023-24,18,805,30,DF
2023-24,18,806,32,DF
2023-24,18,807,40,DF
2023-24,18,808,43,DF
2023-24,18,809,55,DF
2023-24,18,810,56,DF
2023-24,18,811,64,DF
2023-24,18,812,65,DF
2023-24,18,813,71,DF
2023-24,18,814,73,DF
2023-24,18,815,81,DF
2023-24,18,816,6,MF
2023-24,18,817,8,MF
2023-24,18,818,10,MF
2023-24,18,819,14,MF
2023-24,18,820,16,MF
2023-24,18,821,20,MF
2023-24,18,822,22,MF
2023-24,18,823,28,MF
2023-24,18,824,52,MF
2023-24,18,825,53,MF
2023-24,18,826,59,MF
2023-24,18,827,60,MF
2023-24,18,828,66,MF
2023-24,18,829,68,MF
2023-24,18,830,83,MF
2023-24,18,831,91,MF
2023-24,18,832,9,FW
2023-24,18,833,11,FW
2023-24,18,834,21,FW
2023-24,18,835,27,FW
2023-24,18,836,37,FW
2023-24,18,837,48,FW
2023-24,18,838,49,FW
2023-24,18,839,69,FW
2023-24,18,840,92,FW
2023-24,19,841,1,GK
2023-24,19,842,13,GK
2023-24,19,843,18,GK
2023-24,19,844,37,GK
2023-24,19,845,41,GK
2023-24,19,846,2,DF
2023-24,19,847,3,DF
2023-24,19,848,5,DF
2023-24,19,849,12,DF
2023-24,19,850,15,DF
2023-24,19,851,19,DF
2023-24,19,852,20,DF
2023-24,19,853,27,DF
2023-24,19,854,29,DF
2023-24,19,855,30,DF
2023-24,19,856,33,DF
2023-24,19,857,35,DF
2023-24,19,858,43,DF
2023-24,19,859,46,DF
2023-24,19,860,6,MF
2023-24,19,861,8,MF
2023-24,19,862,16,MF
2023-24,19,863,21,MF
2023-24,19,864,22,MF
2023-24,19,865,23,MF
2023-24,19,866,24,MF
2023-24,19,867,25,MF
2023-24,19,868,28,MF
2023-24,19,869,40,MF
2023-24,19,870,42,MF
2023-24,19,871,44,MF
2023-24,19,872,7,FW
2023-24,19,873,9,FW
2023-24,19,874,10,FW
2023-24,19,875,11,FW
2023-24,19,876,26,FW
2023-24,19,877,32,FW
2023-24,19,878,34,FW
2023-24,19,879,36,FW
2023-24,19,880,45,FW
2023-24,21,881,13,GK
2023-24,21,882,20,GK
2023-24,21,883,40,GK
2023-24,21,884,41,GK
2023-24,21,885,46,GK
2023-24,21,886,61,GK
2023-24,21,887,6,DF
2023-24,21,888,12,DF
2023-24,21,889,17,DF
2023-24,21,890,23,DF
2023-24,21,891,33,DF
2023-24,21,892,37,DF
2023-24,21,893,38,DF
2023-24,21,894,56,DF
2023-24,21,895,60,DF
2023-24,21,896,65,DF
2023-24,21,897,67,DF
2023-24,21,898,72,DF
2023-24,21,899,76,DF
2023-24,21,900,4,MF
2023-24,21,901,5,MF
2023-24,21,902,8,MF
2023-24,21,903,10,MF
2023-24,21,904,11,MF
2023-24,21,905,18,MF
2023-24,21,906,19,MF
2023-24,21,907,21,MF
2023-24,21,908,22,MF
2023-24,21,909,27,MF
2023-24,21,910,29,MF
2023-24,21,911,30,MF
2023-24,21,912,43,MF
2023-24,21,913,55,MF
2023-24,21,914,57,MF
2023-24,21,915,58,MF
2023-24,21,916,66,MF
2023-24,21,917,68,MF
2023-24,21,918,73,MF
2023-24,21,919,74,MF
2023-24,21,920,7,FW
2023-24,21,921,9,FW
2023-24,21,922,16,FW
2023-24,21,923,44,FW
2023-24,21,924,52,FW
2023-24,21,925,59,FW
2023-24,21,926,62,FW
2023-24,21,927,63,FW
2023-24,21,928,70,FW
2023-24,22,929,1,GK
2023-24,22,930,23,GK
2023-24,22,931,46,GK
2023-24,22,932,49,GK
2023-24,22,933,55,GK
2023-24,22,934,67,GK
2023-24,22,935,79,GK
2023-24,22,936,2,DF
2023-24,22,937,3,DF
2023-24,22,938,4,DF
2023-24,22,939,5,DF
2023-24,22,940,15,DF
2023-24,22,941,19,DF
2023-24,22,942,21,DF
2023-24,22,943,27,DF
2023-24,22,944,33,DF
2023-24,22,945,37,DF
2023-24,22,946,42,DF
2023-24,22,947,43,DF
2023-24,22,948,44,DF
2023-24,22,949,48,DF
2023-24,22,950,53,DF
2023-24,22,951,57,DF
2023-24,22,952,64,DF
2023-24,22,953,65,DF
2023-24,22,954,71,DF
2023-24,22,955,75,DF
2023-24,22,956,76,DF
2023-24,22,957,77,DF
2023-24,22,958,84,DF
2023-24,22,959,7,MF
2023-24,22,960,10,MF
2023-24,22,961,11,MF
2023-24,22,962,14,MF
2023-24,22,963,17,MF
2023-24,22,964,28,MF
2023-24,22,965,40,MF
2023-24,22,966,54,MF
2023-24,22,967,58,MF
2023-24,22,968,61,MF
2023-24,22,969,66,MF
2023-24,22,970,69,MF
2023-24,22,971,72,MF
2023-24,22,972,74,MF
2023-24,22,973,78,MF
2023-24,22,974,80,MF
2023-24,22,975,81,MF
2023-24,22,976,83,MF
2023-24,22,977,9,FW
2023-24,22,978,18,FW
2023-24,22,979,20,FW
2023-24,22,980,36,FW
2023-24,22,981,45,FW
2023-24,22,982,68,FW
2023-24,22,983,70,FW
2023-24,22,984,82,FW
2023-24,22,985,85,FW
2023-24,22,986,86,FW
2023-24,23,987,1,GK
2023-24,23,988,25,GK
2023-24,23,989,40,GK
2023-24,23,990,48,GK
2023-24,23,991,56,GK
2023-24,23,992,64,GK
2023-24,23,993,2,DF
2023-24,23,994,3,DF
2023-24,23,995,4,DF
2023-24,23,996,15,DF
2023-24,23,997,17,DF
